,Facility Name,NPDES ID,City,State,EPA Region,Reporting Year,Certified Date,Reporting Obligation(s),Amount of Biosolids Generated,Violation Count,Violation Type(s),Management Practice Type(s),Amount of Biosolids Managed - Land Applied,Amount of Biosolids Managed - Surface Disposal,Amount of Biosolids Managed - Incinerated,Amount of Biosolids Managed - Other Management Practice,Pathogen Class(es),sic_permit
1982,"PLANO STP, CITY OF",ILL020052,PLANO,IL,5,2022,2023-01-11T15:12:51.658-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,215.22,0,,Land Application,215.22,,,,Class B,"[4952, 4952, 4952, 4952]"
1983,LACKAWANNA RIVER BASIN SEWER A,PAL027090,DICKSON CITY,PA,3,2022,2023-01-12T10:51:34.936-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",718.8,0,,"Land Application, Other Management Practice",316.87,,,401.94,Class B,"[4952, 4952, 4952]"
1984,FRUITA CITY OF,COL048854,FRUITA,CO,8,2022,2023-01-11T15:18:44.254-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",81.515,0,,Other Management Practice,,,,81.515,Class A EQ,[4952]
1985,MUNICIPAL UTILITIES BOARD OF ALBERTVILLE,ALL020192,ALBERTVILLE,AL,4,2022,2023-01-25T09:53:45.226-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1860.22,0,,"Land Application, Other Management Practice",1832.45,,,27.77,"Class A EQ, Class B","[4952, 4952, 4952, 4952]"
1986,YUCCA VALLEY HDWD,CALU00189,YUCCA VALLEY,CA,9,2022,2023-01-20T16:06:27.682-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,254.5,0,,Land Application,190.1,,,,Class B,['NO_SIC_MATCH']
1987,GAINESVILLE REGIONAL UTILITIES,FLL027251,GAINESVILLE,FL,4,2022,2023-02-07T10:45:23.224-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1139.0,0,,Other Management Practice,,,,1139.0,Not Applicable,"[4952, 4952, 4952, 4952]"
1988,BINGHAMTON-JOHNSON (C) JNT SB,NYL024414,VESTAL,NY,2,2022,2023-01-27T10:18:18.131-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1605.0,0,,Other Management Practice,,,,1699.0,Class B,"[4952, 4952, 4952, 4952]"
1989,CITY OF CUMMING,GAL046019,CUMMING,GA,4,2022,2023-01-12T15:29:37.985-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",767.73,0,,Other Management Practice,,,,767.73,Not Applicable,"[4952, 4952, 4952]"
1990,"CENTRALIA STP, CITY OF",ILL027979,CENTRALIA,IL,5,2022,2023-01-11T19:00:29.468-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,255.0,0,,Land Application,255.0,,,,Class B,"[4952, 4952, 4952, 4952]"
1991,ONEIDA (C),NYL026956,ONEIDA,NY,2,2022,2023-01-12T08:49:58.688-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,669.96,0,,Other Management Practice,,,,669.96,Class B,"[4941, 4941]"
1992,CITY OF WALCOTT,IAL061891,WALCOTT,IA,7,2022,2023-02-08T12:15:27.480-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,47.29,0,,Land Application,47.29,,,,Class B,['NO_SIC_MATCH']
1993,CORDELE WPCP,GAL024503,CORDELE,GA,4,2022,2023-01-12T12:59:04.436-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",75.0,0,,Surface Disposal,,75.0,,,Class B,"[4952, 4952, 4952]"
1994,MELROSE,MNL020290,MELROSE,MN,5,2022,2023-01-12T10:04:33.115-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,301.0,0,,Land Application,301.0,,,,Class B,"[4952, 4952, 4952]"
1995,LOWELL WWTP,IN0023621,LOWELL,IN,5,2022,2023-01-12T13:37:46.411-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,3318.1,0,,Land Application,3318.1,,,,Class B,"[4952, 4952, 4952, 4952]"
1996,TOWN OF LA PLATA,MDL020524,LA PLATA,MD,3,2022,2023-03-14T09:48:29.866-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,259.97,0,,Other Management Practice,,,,259.97,Not Applicable,"[4952, 4952, 4952, 4952, 4952, 4952, 4952]"
1997,SOUTH CHARLESTON S.T.P.,WVL023116,SOUTH CHARLESTON,WV,3,2022,2023-01-12T14:48:02.025-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1353.88,0,,Surface Disposal,,1353.88,,,Class B,"[4952, 4952]"
1998,"HUNTSVILLE, CITY OF",ARL022004,HUNTSVILLE,AR,6,2022,2023-02-07T10:48:03.324-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,237.02,0,,Other Management Practice,,,,237.02,Class A EQ,"[4952, 4952, 4952, 4952, 4952, 4952]"
1999,"OROVILLE REGION, SEWERAGE COMMISSION",CAL079235,OROVILLE,CA,9,2022,2023-01-12T13:15:02.647-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",465.33,0,,Other Management Practice,,,,465.33,Not Applicable,['NO_SIC_MATCH']
2000,SOUTH MONMOUTH REGIONAL STP,NJL024562,W BELMAR,NJ,2,2022,2023-01-12T10:56:21.145-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,414.88,0,,Other Management Practice,,,,414.88,Class B,"[4952, 4952, 4952, 1629, 4952, 4952, 4952, 4952, 4952]"
2001,MWRA - CLINTON S T P,MAL100404,CLINTON,MA,1,2022,2023-02-15T10:38:47.738-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",291.2,0,,Other Management Practice,,,,291.2,Not Applicable,"[4952, 4952, 4952, 4952]"
2002,WASHOUGAL STP,WAL037427,WASHOUGAL,WA,10,2022,2023-01-12T11:03:00.661-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,407.0,0,,Other Management Practice,,,,407.0,Class B,[4952]
2003,BROADNECK_WRF,MDL021644,ANNAPOLIS,MD,3,2022,2023-02-16T14:51:05.983-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1777.62,0,,Land Application,1777.62,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952]"
2004,"MCHENRY SOUTH WWTP, CITY OF",ILL066257,MCHENRY,IL,5,2022,2023-01-12T14:22:50.041-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",525.26,0,,"Land Application, Other Management Practice",361.06,,,164.2,"Class A EQ, Class B","[4952, 4952, 4952]"
2005,PATUXENT WATER RECLAMATION FAC,MDL021652,CROFTON,MD,3,2022,2023-02-16T14:52:26.785-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,3264.15,0,,Land Application,3264.15,,,,Class B,"[4952, 4952, 4952, 4952, 4953, 4952, 4952, 4952, 4952, 4952]"
2006,COX CREEK RECLAMATION FACILITY,MDL021661,CURTIS BAY,MD,3,2022,2023-02-16T14:54:00.355-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,7542.27,0,,Land Application,7542.27,,,,Class B,"[4952, 4953, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
2007,SOUTH VALLEY WATER RECLAM FAC,UTL024384,WEST JORDAN,UT,8,2022,2023-01-18T16:58:40.838-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,4584.7,0,,Other Management Practice,,,,4584.7,Not Applicable,"[4952, 4952, 4952, 4952, 4952, 2899, 4952, 4952]"
2008,ANNAPOLIS WRF,MDL021814,ANNAPOLIS,MD,3,2022,2023-02-16T14:54:49.732-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,3916.43,0,,Land Application,3916.43,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
2009,BROADWATER WATER RECLAMATION,MDL024350,CHURCHTON,MD,3,2022,2023-02-16T14:55:35.137-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,442.83,0,,Land Application,442.83,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
2010,MARYLAND CTY WATER RECLAMATION,MDL062596,LAUREL,MD,3,2022,2023-02-16T14:57:02.522-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,716.72,0,,Land Application,716.72,,,,Class B,"[4952, 4952, 4952, 4952, 4952]"
2011,LEE COUNTY UTILITIES,FLL039829,FORT MYERS,FL,4,2022,2023-01-12T12:11:52.601-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",793.0,0,,Other Management Practice,,,,793.0,Not Applicable,"[4952, 4952, 4952, 4952, 4952]"
2012,"GRANTS PASS, CITY OF",ORL028843,GRANTS PASS,OR,10,2022,2023-01-12T13:05:23.701-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",686.0,0,,Other Management Practice,,,,686.0,Class B,"[4952, 4952, 4952, 4952]"
2013,FORT MYERS BEACH STP,FLL144215,FORT MYERS,FL,4,2022,2023-01-12T12:13:32.213-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",632.0,0,,Other Management Practice,,,,632.0,Not Applicable,"[4952, 4953, 4952, 4952, 4952]"
2014,THREE OAKS WWTF,FLL145190,FORT MYERS,FL,4,2022,2023-01-12T12:15:13.727-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",953.0,0,,Other Management Practice,,,,953.0,Not Applicable,"[4952, 4952, 4952, 4952, 4952]"
2015,GATEWAY SERVICES CDD,FLL266973,FORT MYERS,FL,4,2022,2023-01-12T12:16:30.482-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",244.79,0,,Other Management Practice,,,,244.79,Not Applicable,"[9511, 9511, 9511, 4952, 9511, 4952]"
2016,KEWANEE STP,ILL029343,KEWANEE,IL,5,2022,2023-01-12T13:51:41.755-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",352.5,0,,Land Application,352.5,,,,Class B,"[4952, 4952, 4952]"
2017,CITY OF THOMSON,GAL020974,THOMSON,GA,4,2022,2023-01-12T14:57:30.999-0500,"A POTW that serves 10,000 people or more",282.0,0,,Land Application,282.0,,,,Class B,"[4952, 4952, 4952, 4952, 4952]"
2018,TONAWANDA (T),NYL026395,TONAWANDA,NY,2,2022,2023-01-12T14:07:05.319-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",9548.0,0,,Surface Disposal,,9548.0,,,Class B,"[4952, 4952, 4952]"
2019,GILLIAN CREEK WWTP,ALL056626,ARAB,AL,4,2022,2023-01-12T13:59:39.301-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,38.5,0,,Land Application,38.5,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952]"
2020,CITY OF BUTLER,MOL096229,BUTLER,MO,7,2022,2023-01-12T14:24:21.679-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",106.0,0,,Land Application,104.17,,,,Class B,['NO_SIC_MATCH']
2021,ARAB SEWER BOARD,ALL020303,ARAB,AL,4,2022,2023-01-12T14:11:13.676-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,22.9,0,,Land Application,22.9,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952]"
2022,"KEYSTONE, TOWN OF",SDL024007,KEYSTONE,SD,8,2022,2023-01-12T15:48:40.264-0500,Other,2.09,0,,Other Management Practice,,,,2.09,Not Applicable,"[4952, 4952, 4952, 4952]"
2023,KLAMATH FALLS WWTP - SPRING ST,ORL026301,KLAMATH FALLS,OR,10,2022,2023-01-12T16:53:13.693-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",646.0,0,,Land Application,646.0,,,,Class A,"[4952, 4952, 4952, 4952, 4961]"
2024,CENTER CREEK WASTEWATER TREATMENT BOARD,MOL040185,WEBB CITY,MO,7,2022,2023-01-13T10:18:00.267-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",367.5,0,,Land Application,1222.6,,,,Class B,['NO_SIC_MATCH']
2025,LEWISBURG STP,TNL022888,LEWISBURG,TN,4,2022,2023-01-17T09:05:34.169-0500,"A POTW that serves 10,000 people or more",165.0,0,,Land Application,165.0,,,,Class A EQ,"[4952, 4952, 4952]"
2026,METRO WASTE WATER RECLAMATION DISTRICT,COL026638,DENVER,CO,8,2022,2023-02-17T21:52:52.982-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,25660.46,1,Land Application,Land Application,24352.77,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
2027,CITY OF PERRYVILLE,MOL051144,PERRYVILLE,MO,7,2022,2023-01-12T16:42:34.014-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,179.5,0,,Land Application,179.5,,,,Class B,"[1611, 1629, 1629, 1611, 1629, 1629, 1629]"
2028,JORDANELLE SPECIAL SERVICE DISTRICT WATER RECLAMATION FACILITY,UTL025747,HEBER,UT,8,2022,2023-01-12T16:49:23.163-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,111.0,0,,Surface Disposal,,111.0,,,Class B,['NO_SIC_MATCH']
2029,MANTECA WQCF,CAL081558,MANTECA,CA,9,2022,2023-01-12T18:07:29.552-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1415.08,0,,Other Management Practice,,,,1415.08,Class B,[9199]
2030,"SEYMOUR WPCF, TOWN OF",CTL100501,SEYMOUR,CT,1,2022,2023-01-12T17:34:23.348-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,349.64,0,,Other Management Practice,,,,349.64,Not Applicable,['NO_SIC_MATCH']
2031,PEARLAND ACRES MHP WWTF,TX0135283,WSTLAKE VILLAGE,CA,6,2022,2023-01-19T16:24:33.517-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.0,0,,Other Management Practice,,,,,Not Applicable,"[6515, 6515]"
2032,SOUTH TAHOE PUD WWTP,CAL000170,SOUTH LAKE TAHOE,CA,9,2022,2023-01-12T18:19:03.339-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1277.0,0,,Other Management Practice,,,,1277.0,Not Applicable,"[4953, 4952, 4952, 4952, 4952, 4953, 1799, 4952, 4952, 4952, 4213, 4213, 4212, 7216, 5171, 4911, 4911, 4953, 4953, 4911, 1623, 1623, 4911, 4953, 5171, 5171, 3425, 3826, 3826, 3599, 3599, 5013, 5013, 5013, 5013, 5013, 5013, 5013, 7532, 5013, 5013, 7532, 7532, 4941, 3469, 3469, 3949, 3949, 4952, 4952, 4952, 4952, 4952, 4952, 5013, 5198, 2084, 2084, 2084, 2084, 5013, 5013, 5013, 5013, 5541, 5541, 2754, 5013, 7623, 5013, 5013, 5013, 5541, 5541, 4212, 4212, 4213, 3599, 5541, 7538, 5012, 3544, 7353, 7336, 241, 8734, 2819, 5511, 723, 7538, 3699, 7212, 3081, 3081, 4581, 4581, 4941, 4941]"
2033,CHESAPEAKE BEACH WWTP,MDL020281,CHESAPEAKE BEACH,MD,3,2022,2023-01-13T07:30:56.894-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",217.72,0,,Other Management Practice,,,,217.72,Class A,"[4953, 4953]"
2034,TOWN OF EAST GREENWICH,RIL100030,EAST GREENWICH,RI,1,2022,2023-01-13T13:59:45.013-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,253.9,0,,Other Management Practice,,,,253.9,Not Applicable,['NO_SIC_MATCH']
2035,"MOUNT CARMEL STP, CITY OF",ILL030023,MOUNT CARMEL,IL,5,2022,2023-01-18T14:29:43.786-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day,203.84,0,,Other Management Practice,,,,203.84,Class B,"[4952, 4952, 4952, 4952]"
2036,CITY OF WASHINGTON,MOL025810,WASHINGTON,MO,7,2022,2023-01-19T09:17:41.012-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",427.4,0,,Land Application,427.4,,,,Class B,"[9511, 9511, 9511]"
2037,"LITCHFIELD STP, CITY OF",ILL020621,LITCHFIELD,IL,5,2022,2023-01-13T09:38:41.429-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,137.0,0,,Other Management Practice,,,,137.0,Class B,"[4952, 4952, 4952, 4952, 4952]"
2038,HUNTINGTON (T),NYL021342,HUNTINGTON,NY,2,2022,2023-02-17T12:59:26.735-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,703.8,0,,Other Management Practice,,,,703.8,Class A,['NO_SIC_MATCH']
2039,MORONI FEED,UTL020222,MORONI,UT,8,2022,2023-01-13T12:23:37.300-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,279.0,0,,Other Management Practice,,,,279.0,Class B,"[4952, 4952, 4953, 4952, 4952, 4953, 9511, 9511, 2015, 2048, 4952]"
2040,PORTLAND WWTP,INL020095,PORTLAND,IN,5,2022,2023-01-13T10:39:11.347-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,194.091,0,,Other Management Practice,,,,194.091,Class B,[4941]
2041,"CARMI WWTP, CITY OF",ILL027910,CARMI,IL,5,2022,2023-01-18T15:19:13.566-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day,74.35,0,,Land Application,74.35,,,,Class B,"[4952, 4952, 4952]"
2042,DAPHNE UB CITY OF UTILITIES BD,ALL027561,DAPHNE,AL,4,2022,2023-01-24T08:18:19.138-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",553.0,0,,Other Management Practice,,,,552.0,"Class A, Class B","[4952, 4952, 4952]"
2043,CANAJOHARIE (V),NYL023485,CANAJOHARIE,NY,2,2022,2023-01-13T12:58:12.773-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,129.54,0,,Other Management Practice,,,,129.54,Not Applicable,['NO_SIC_MATCH']
2044,CULPEPER TOWN OF-WWTREAT PLANT,VAL061590,CULPEPER,VA,3,2022,2023-01-19T11:44:45.125-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",675.0,0,,Land Application,477.0,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
2045,TELL CITY MUNICIPAL WWTP,INL021016,TELL CITY,IN,5,2022,2023-01-13T12:29:54.696-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,176.121,0,,Other Management Practice,,,,176.121,Class B,"[4952, 4952, 4952, 4952, 9511, 9511, 9511, 9511, 9511, 4952]"
