,Unnamed: 0,FACILITY_CODE,SOURCE,FACILITY,CITY,LATITUDE,LONGITUDE,FLOW_2012_MGD,2012_TOT_ANNUAL_MM3,CWNS_NUM,NPDES_ID,sic_code_type
12087,14673,TX08370,ICIS2022,ROBSTOWN WWTF,ROBSTOWN,27.800555,-97.65,3,4.147863008,48001206001,TX0020389,sewer_system
12088,14674,TX08375,ICIS2022,ROLLING CREEK UD WWTP,HOUSTON,29.836944,-95.690833,0.75,1.036965752,48071253001,TX0097373,sewer_system
12089,14675,TX08380,ICIS2022,ROMAN FOREST MUD WWTF,MONTGOMERY COUNTY,30.17,-95.176,0.322,0.445203963,48007822001,TX0093220,sewer_system
12090,14676,TX08385,ICIS2022,RONALD R COLLINS WATER RECLAMATION FACILITY,NEW BOSTON,33.4275,-94.236,2.25,3.110897256,0,TX0126098,sewer_system
12091,14677,TX08390,ICIS2022,ROSITA VALLEY WWTP,EAGLE PASS,28.61368,-100.41935,1.5,2.073931504,0,TX0128589,sewer_system
12092,14678,TX08395,ICIS2022,ROYSE CITY WWTF,ROYSE CITY,32.957777,-96.322777,0.5,0.691310501,48004109001,TX0021687,sewer_system
12093,14679,TX08405,ICIS2022,SABINAL WASTEWATER TREATMENT FACILITY,SABINAL,29.323635,-99.485182,0.34,0.470091141,0,TX0128597,sewer_system
12094,14680,TX08410,ICIS2022,SAGEMONT WWTP,HOUSTON,29.598347,-95.207541,6.14,8.489292955,48007039024,TX0063070,sewer_system
12095,14681,TX08420,ICIS2022,SAN LEON WWTF,SAN LEON,29.485833,-94.958333,0.95,1.313489952,48007488001,TX0071978,sewer_system
12096,14682,TX08430,ICIS2022,SAN SABA  WWTP,SAN SABA,31.2,-98.692222,0.31,0.428612511,48009033001,TX0021296,sewer_system
12097,14683,TX08435,ICIS2022,SANTA RITA UPPER MIDDLEBROOK WWTP,WILLIAMSON COUNTY,30.672777,-97.842222,0,0,0,TX0132969,sewer_system
12098,14684,TX08440,ICIS2022,SAVOY WWTP,SAVOY,33.605833,-96.368055,0.128,0.176975488,48005097001,TX0023299,sewer_system
12099,14685,TX08455,ICIS2022,SEBASTIAN MUD WWTP,CAMERON COUNTY,26.336388,97.800277,0.225,0.311089726,0,TX0113000,sewer_system
12100,14686,TX08460,ICIS2022,SEINNA PLANTATION MUD 1 WWTP 2,FORT BEND COUNTY,29.486722,-95.515889,1.2,1.659145203,0,TX0119539,sewer_system
12101,14687,TX08475,ICIS2022,SOMBRERETILLO WWTP,LAREDO,27.6296,-99.5561,0,0,0,TX0134384,sewer_system
12102,14688,TX08480,ICIS2022,SOMERSET WWTP,SOMERSET,29.219414,-98.649794,0.32,0.442438721,48008081001,TX0074331,sewer_system
12103,14689,TX08485,ICIS2022,SOMERVELL COUNTY WTP,GLEN ROSE,32.258055,-97.76666,0.24,0.331829041,0,TX0131911,sewer_system
12104,14690,TX08490,ICIS2022,SOUTH MISSION 1 WWTP,MISSION,26.197222,-98.330833,13.5,18.66538353,48001121001,TX0070017,sewer_system
12105,14691,TX08495,ICIS2022,SOUTH WEST WWTP,HENRIETTA,33.808611,-98.175277,0.392,0.541987433,48004215002,TX0022314,sewer_system
12106,14692,TX08500,ICIS2022,SPARKS BRANCH WWTF,PITTSBURG,32.995833,-94.940555,2,2.765242005,48005090001,TX0025437,sewer_system
12107,14693,TX08510,ICIS2022,SPRING CREEK UD WWTP,SPRING,30.110833,-95.404722,2.1,2.903504105,48007830001,TX0026221,sewer_system
12108,14694,TX08515,ICIS2022,SPRING TRAILS WWTF,MONTGOMERY,30.088611,-95.375,1.08,1.493230683,0,TX0128295,sewer_system
12109,14695,TX08520,ICIS2022,SPRING WEST MUD WWTP,HOUSTON,30.070833,-95.452777,0.762,1.053557204,48071262001,TX0090824,sewer_system
12110,14696,TX08525,ICIS2022,STAMFORD WWTP,JONES COUNTY,32.953133,-99.777842,0.56,0.774267761,48002028001,TX0025411,sewer_system
12111,14697,TX08530,ICIS2022,STANLEY CREEK WWTP 2,GUNTER,33.431381,-96.706539,0.95,1.313489952,0,TX0129224,sewer_system
12112,14698,TX08540,ICIS2022,STILLHOUSE BRANCH WWTP,CORYELL COUNTY,31.445,-97.751666,2.2,3.041766206,48003013002,TX0111791,sewer_system
12113,14699,TX08545,ICIS2022,SU-REGIONAL WWTF PLANT,HOUSTON,29.79239,-95.15968,6.3,8.710512316,48007089001,TX0025062,sewer_system
12114,14700,TX08550,ICIS2022,SULPHUR SPRINGS WWTF,SULPHUR SPRINGS,33.151944,-95.557222,5.4,7.466153414,48005022004,TX0058955,sewer_system
12115,14701,TX08555,ICIS2022,SUNRAY WWTP,SUNRAY,36.03862,-101.8207,0.4,0.553048401,48000166001,TX0132608,sewer_system
12116,14702,TX08565,ICIS2022,TAYLOR LANE WWTP,AUSTIN,30.269444,-97.551388,3,4.147863008,0,TX0129950,sewer_system
12117,14703,TX08570,ICIS2022,TDCJ CLEMENS UNIT  WWTP,BRAZORIA,28.992676,-95.515858,0.54,0.746615341,0,TX0031569,sewer_system
12118,14704,TX08575,ICIS2022,TDCJ DARRINGTON WWTP,BRAZORIA COUNTY,29.399444,-95.493888,0.8,1.106096802,0,TX0031585,sewer_system
12119,14705,TX08580,ICIS2022,TDCJ ELLIS UNIT WWTP,HUNTSVILLE,30.8875,95.449722,0.85,1.175227852,0,TX0031607,sewer_system
12120,14706,TX08585,ICIS2022,TDCJ ESTELLE UNIT ,HUNTSVILLE,30.876944,95.483889,1.5,2.073931504,0,TX0092789,sewer_system
12121,14707,TX08590,ICIS2022,TDCJ FERGUSON UNIT WWTP,MADISON COUNTY,30.961666,-95.701666,0.975,1.348055477,0,TX0031615,sewer_system
12122,14708,TX08595,ICIS2022,TDCJ JESTER 3 UNIT WWTP,FORT BEND COUNTY,29.621744,-95.711459,0.75,1.036965752,0,TX0089036,sewer_system
12123,14709,TX08600,ICIS2022,TDCJ JESTER I UNIT WWTP,RICHMOND,29.635,-95.7095,0.315,0.435525616,0,TX0031674,sewer_system
12124,14710,TX08605,ICIS2022,TDCJ LUTHER  UNIT WWTP,COURTNEY,30.261514,-96.057329,0.38,0.525395981,0,TX0089028,sewer_system
12125,14711,TX08610,ICIS2022,TDCJ POWLEDGE UNIT  WWTF,ANDERSON COUNTY,31.729444,-95.802777,0.35,0.483917351,0,TX0089044,sewer_system
12126,14712,TX08615,ICIS2022,TDCJ WAINRIGHT UNIT ,HOUSTON COUNTY,30.972817,-95.635291,0.98,1.354968582,0,TX0031593,sewer_system
12127,14713,TX08620,ICIS2022,TDCJ WALLACE PACK UNIT WWTF,NAVASOTA,30.318772,-96.10595,0.5,0.691310501,0,TX0089010,sewer_system
12128,14714,TX08625,ICIS2022,TDJC COFFIELD UNIT,ANDERSON COUNTY,31.788611,95.937222,2.85,3.940469857,0,TX0031577,sewer_system
12129,14715,TX08630,ICIS2022,TERRELL UNIT WWTP,BRAZORIA COUNTY,29.297777,-95.541666,2,2.765242005,0,TX0115169,sewer_system
12130,14716,TX08635,ICIS2022,TEXAS NATIONAL MUD,CITY OF HOUSTON,30.415555,-95.429722,0.225,0.311089726,48007833001,TX0068659,sewer_system
12131,14717,TX08640,ICIS2022,THE WOODLANDS WWTP  2,WOODLAND LAKE,30.195277,-95.490833,6,8.295726015,48007848002,TX0091715,sewer_system
12132,14718,TX08645,ICIS2022,THOMPSONS CREEK WWTP,BRYAN,30.588645,-96.423464,4,5.53048401,0,TX0128554,sewer_system
12133,14719,TX08650,ICIS2022,THOROUGHBRED FARMS WWTP,AUSTIN,30.137106,-97.6716,0.65,0.898703652,0,TX0067466,sewer_system
12134,14720,TX08655,ICIS2022,TIDWELL TIMBERS WWTP,HOUSTON,29.849722,-95.229722,0.488,0.674719049,0,TX0101460,sewer_system
12135,14721,TX08660,ICIS2022,TOLEDO BEND DAM,BURKEVILLE,31.173397,-93.565634,1.2,1.659145203,0,TX0130109,sewer_system
12136,14722,TX08665,ICIS2022,TOWN OF BUCKHOLTS WWTP,BUCKHOLTS,30.879012,-97.12091,0.1,0.1382621,48003239001,TX0073008,sewer_system
12137,14723,TX08670,ICIS2022,TOWN OF LAKEWOOD VILLAGE WWTP,LAKEWOOD VILLAGE,33.140833,-96.967777,0.1,0.1382621,48004280001,TX0026565,sewer_system
12138,14724,TX08675,ICIS2022,TOWN OF PONDER WWTF,PONDER,33.1725,-97.287222,0.36,0.497743561,48004058001,TX0123862,sewer_system
12139,14725,TX08680,ICIS2022,TOWN OF REFUGIO WWTP,REFUGIO,28.28436,-97.26474,0.576,0.796389697,48001222001,TX0032492,sewer_system
12140,14726,TX08690,ICIS2022,TOWN OF VAN HORN SEWAGE TREATMENT PLANT,VAN HORN,31.028888,-104.82,0.405,0.559961506,48001023001,TX0107867,sewer_system
12141,14727,TX08700,ICIS2022,TOWN OF WOODSBORO WWTP,WOODSBORO,28.223333,-97.318333,0.25,0.345655251,48001247001,TX0032638,sewer_system
12142,14728,TX08715,ICIS2022,TRAIL OF THE LAKES WWTF,HOUSTON,29.962222,-95.208056,1.75,2.419586754,48007753001,TX0074021,sewer_system
12143,14729,TX08720,ICIS2022,TURKEY CREEK WWTF,HOUSTON,29.76751,-95.62071,12,16.59145203,48007039081,TX0035017,sewer_system
12144,14730,TX08725,ICIS2022,TURNING BASIN WWTP,BROWNSVILLE,25.962222,-97.394722,0.1,0.1382621,0,TX0074047,sewer_system
12145,14731,TX08750,ICIS2022,VALLEY VIEW WWTP,VALLEY VIEW,33.468888,-97.158611,0.181,0.250254401,48004261001,TX0087343,sewer_system
12146,14732,TX08755,ICIS2022,VAN VLECK WWTP,VAN VLECK,29.012269,-95.884445,0.193,0.266845853,48001245001,TX0024155,sewer_system
12147,14733,TX08765,ICIS2022,WAGNER CREEK WWTP,TEXARKANA,33.433618,-94.104545,2,2.765242005,48005006006,TX0099287,sewer_system
12148,14734,TX08780,ICIS2022,WASKOM WWTP,WASKOM,32.472222,-94.051111,0.5,0.691310501,48005107001,TX0020036,sewer_system
12149,14735,TX08785,ICIS2022,WASTEWATER TREATMENT PLANT 2,NEW WAVERLY,30.538839,-95.49306,0.1,0.1382621,0,TX0087831,sewer_system
12150,14736,TX08790,ICIS2022,WATERWOOD MUD 1 WWTP,SAN JACINTO COUNTY,30.818055,-95.235555,0.1,0.1382621,48006157001,TX0124150,sewer_system
12151,14737,TX08795,ICIS2022,WEATHERFORD FACILITY,WEATHERFORD,32.747498,-97.769094,4.5,6.221794511,48004143001,TX0047724,sewer_system
12152,14738,TX08805,ICIS2022,WEST DISTRICT WWTF,BAYTOWN,29.791187,-95.043336,8,11.06096802,48007033006,TX0072834,sewer_system
12153,14739,TX08810,ICIS2022,WEST DISTRICT WWTF,HOUSTON,29.763889,-95.558056,26.4,36.50119447,48007039043,TX0063002,sewer_system
12154,14740,TX08820,ICIS2022,WEST HARRIS COUNTY MUD 17,HOUSTON,29.8075,-95.726666,0.275,0.380220776,48007167001,TX0084468,sewer_system
12155,14741,TX08825,ICIS2022,WEST HARRIS COUNTY MUD 4 WWTP,HARRIS COUNTY,29.712222,-95.672222,0.28,0.387133881,48007176001,TX0079359,sewer_system
12156,14742,TX08830,ICIS2022,WEST LAKE HOUSTON WWTF,HOUSTON,29.970277,-95.166944,0.3,0.414786301,0,TX0128244,sewer_system
12157,14743,TX08835,ICIS2022,WEST PARK MUD WWTP,HOUSTON,29.88888,-95.708333,0.99,1.368794792,48007170001,TX0086185,sewer_system
12158,14744,TX08845,ICIS2022,WESTLAKE MUD 1 WWTP,HOUSTON,29.803333,-95.704444,0.9,1.244358902,48007768001,TX0053091,sewer_system
12159,14745,TX08850,ICIS2022,WESTWAY WWTF,HOUSTON,29.843333,-95.546944,0.995,1.375707897,0,TX0026875,sewer_system
12160,14746,TX08855,ICIS2022,WESTWOOD SHORES MUD WWTF,TRINITY,30.940833,-95.315,0.257,0.355333598,48006165001,TX0027677,drinking_water
12161,14747,TX08860,ICIS2022,WHARTON COUNTY WCID 1 WWTP,LOUISE,29.113888,-96.403333,0.15,0.20739315,48001402001,TX0027456,sewer_system
12162,14748,TX08870,ICIS2022,WILBARGER CREEK REGIONAL WWTF,PFLUGERVILLE,30.386388,-97.543333,2,2.765242005,0,TX0132179,sewer_system
12163,14749,TX08875,ICIS2022,WILBARGER CREEK WWTP,MANOR,30.345277,-97.548888,2,2.765242005,0,TX0095184,sewer_system
12164,14750,TX08885,ICIS2022,WILLOW CREEK FARMS MUD WWTF,WALLER COUNTY,29.773611,-95.891111,0.48,0.663658081,0,TX0128236,sewer_system
12165,14751,TX08890,ICIS2022,WILLOW CREEK WWTP,PARKER COUNTY,32.511388,-98.048333,1.26,1.742102463,0,TX0023779,sewer_system
12166,14752,TX08895,ICIS2022,WILLOW CREEK WWTP,SMITHVILLE,30.008611,-97.125555,0.3,0.414786301,48007518001,TX0113786,sewer_system
12167,14753,TX08900,ICIS2022,WILLOWOOD WWTP,HOUSTON,29.915833,95.500277,3,4.147863008,48007146001,TX0020788,sewer_system
12222,14887,UT01240,ICIS2022,CENTRAL VALLEY WATER RECLAM,SOUTH SALT LAKE,40.706111,-111.915,54,74.66153414,49000094001,UT0024392,sewer_system
12223,14888,UT01245,ICIS2022,LOGAN CITY CORPORATION,LOGAN,41.739368,-111.902276,21,29.03504105,49000135001,UT0021920,drinking_water
12224,14889,UT01255,ICIS2022,NORTH DAVIS SEWER DIST,SYRACUSE,41.085127,-112.110832,22,30.41766206,49000018001,UT0021741,sewer_system
12225,14890,UT01260,ICIS2022,PERRY / WILLARD REGIONAL WASTEWATER TREATMENT PLANT,WILLARD,41.426667,-112.061944,2,2.765242005,0,UT0025721,sewer_system
12453,15128,VA02380,ICIS2022,DBHDS - CATAWBA HOSPITAL,CATAWBA,37.39111,-80.109444,0.12,0.16591452,0,VA0029475,sewer_system
12454,15129,VA02385,ICIS2022,NORTH FORK REGIONAL WWTP,EDINBURG,38.828829,-78.532248,0.75,1.036965752,0,VA0090328,sewer_system
12456,15131,VI00020,ICIS2022,MANGROVE LAGOON,ST. THOMAS,18.315518,-64.878735,0.75,1.036965752,78000001004,VI0002003,sewer_system
12457,15132,VI00025,ICIS2022,NEW CRUZ BAY WWTP,ST. JOHN,18.328806,-64.809167,0.13,0.17974073,0,VI0040835,sewer_system
12458,15133,VI00030,ICIS2022,RED POINT WASTEWATER TREATMENT FACILITY,CHARLOTTE AMALIE,18.33039,-64.971964,4,5.53048401,78000001001,VI0020044,sewer_system
12459,15134,VI00035,ICIS2022,VESSUP BAY WTP,ST THOMAS,18.328333,-64.856389,0.1,0.1382621,78000001006,VI0020133,sewer_system
12734,15478,WA02535,ICIS2022,WA PARKS LARRABEE WWTP,BELLINGHAM,48.6502342,-122.489052,0.47,0.649831871,0,WA0023787,sewer_system
12735,15479,WA02540,ICIS2022,WILLAPA REGIONAL WASTEWATER TREATMENT PLANT,RAYMOND,46.6882553,-123.749901,5.82,8.046854235,0,WA0041041,sewer_system
12863,15642,WI01617,ICIS2022,ELEVA STRUM JOINT SEWERAGE COMMISSION WWTF,"STRUM, VILLAGE OF",44.550661,-91.404166,0,0,55001530001,WI0064998,sewer_system
13256,16097,WI06195,ICIS2022,LUXEMBURG WASTEWATER PRETREATMENT FACILITY,LUXEMBURG,44.533333,-87.683333,0.4,0.553048401,0,WI0021911,sewer_system
13257,16098,WI06215,ICIS2022,"US ARMY HEADQUARTERS, FORT MCCOY WWTP",SPARTA,43.944722,-90.783333,1.32,1.825059723,0,WI0022420,sewer_system
13258,16099,WI06225,ICIS2022,WAZEE AREA WASTEWATER COMMISSION,BLACK RIVER FALLS,44.346343,-90.762762,0.462,0.638770903,0,WI0036889,sewer_system
13532,16487,WY00965,ICIS2022,FORT WASHAKIE HOTSPRINGS LAGOON,FORT WASHAKIE,43.007222,-108.824722,0.267,0.369159808,0,WYG589101,sewer_system
